timestamp;cpu;memory
1574895528;0.851911;3215704;mytb;0.09%;608.6MiB / 7.446GiB;
1574895533;0.851894;3216084;mytb;0.08%;608.6MiB / 7.446GiB;
1574895538;0.851868;3215720;mytb;0.51%;608.6MiB / 7.446GiB;
1574895543;0.851844;3216216;mytb;0.08%;608.6MiB / 7.446GiB;
1574895548;0.851824;3216060;mytb;0.09%;608.4MiB / 7.446GiB;
1574895553;0.851795;3216060;mytb;0.08%;608.4MiB / 7.446GiB;
1574895558;0.851941;3226864;mytb;27.85%;620.2MiB / 7.446GiB;
1574895563;0.852974;3230336;mytb;34.35%;623MiB / 7.446GiB;
1574895568;0.853301;3231856;mytb;22.45%;623.1MiB / 7.446GiB;
1574895573;0.853579;3232716;mytb;76.79%;625MiB / 7.446GiB;
1574895578;0.854012;3234460;mytb;16.61%;625.4MiB / 7.446GiB;
1574895583;0.854227;3235048;mytb;108.98%;625.9MiB / 7.446GiB;
1574895588;0.854772;3235560;mytb;28.95%;625.9MiB / 7.446GiB;
1574895593;0.855016;3236616;mytb;24.87%;626.1MiB / 7.446GiB;
1574895598;0.855251;3236440;mytb;15.38%;626.2MiB / 7.446GiB;
1574895603;0.855394;3236976;mytb;13.02%;626.3MiB / 7.446GiB;
1574895609;0.855554;3237808;mytb;22.53%;626.7MiB / 7.446GiB;
1574895614;0.855803;3237864;mytb;13.96%;626.7MiB / 7.446GiB;
1574895619;0.855949;3238284;mytb;26.79%;626.8MiB / 7.446GiB;
1574895624;0.85615;3238364;mytb;12.88%;627MiB / 7.446GiB;
1574895629;0.856307;3238784;mytb;15.35%;627MiB / 7.446GiB;
1574895634;0.856471;3239724;mytb;15.87%;627MiB / 7.446GiB;
1574895639;0.856694;3242976;mytb;12.21%;627MiB / 7.446GiB;
1574895644;0.856874;3226112;mytb;14.81%;627MiB / 7.446GiB;
1574895649;0.857058;3226680;mytb;16.04%;627.2MiB / 7.446GiB;
1574895654;0.857226;3226736;mytb;16.06%;627.2MiB / 7.446GiB;
1574895659;0.857398;3227288;mytb;14.30%;627.2MiB / 7.446GiB;
1574895664;0.85757;3227336;mytb;11.35%;627.3MiB / 7.446GiB;
1574895669;0.85767;3228352;mytb;13.74%;627.4MiB / 7.446GiB;
1574895674;0.85783;3228268;mytb;13.77%;627.6MiB / 7.446GiB;
1574895679;0.857996;3228332;mytb;12.66%;627.5MiB / 7.446GiB;
1574895684;0.858105;3228876;mytb;13.02%;627.6MiB / 7.446GiB;
1574895689;0.858228;3229272;mytb;13.56%;627.6MiB / 7.446GiB;
1574895694;0.858348;3228844;mytb;14.03%;627.7MiB / 7.446GiB;
1574895699;0.858505;3229844;mytb;12.88%;627.8MiB / 7.446GiB;
1574895704;0.858642;3230332;mytb;16.61%;627.7MiB / 7.446GiB;
1574895709;0.858791;3230224;mytb;15.35%;627.8MiB / 7.446GiB;
1574895714;0.859005;3230108;mytb;67.10%;627.7MiB / 7.446GiB;
1574895719;0.859386;3230000;mytb;14.35%;627.8MiB / 7.446GiB;
1574895724;0.85956;3230960;mytb;14.27%;627.7MiB / 7.446GiB;
1574895729;0.859842;3231348;mytb;15.60%;627.9MiB / 7.446GiB;
1574895734;0.859971;3230968;mytb;14.40%;628MiB / 7.446GiB;
1574895739;0.860066;3231712;mytb;13.00%;628MiB / 7.446GiB;
1574895744;0.86024;3231852;mytb;18.80%;627.9MiB / 7.446GiB;
1574895749;0.860403;3231884;mytb;15.52%;628MiB / 7.446GiB;
1574895754;0.860574;3232132;mytb;15.07%;628MiB / 7.446GiB;
1574895759;0.860737;3232024;mytb;10.26%;628.1MiB / 7.446GiB;
1574895764;0.860874;3232304;mytb;15.53%;628MiB / 7.446GiB;
1574895769;0.861019;3232148;mytb;13.96%;628.1MiB / 7.446GiB;
1574895774;0.861151;3233024;mytb;12.52%;628.3MiB / 7.446GiB;
1574895779;0.86131;3233336;mytb;12.14%;628.3MiB / 7.446GiB;
1574895784;0.861453;3233536;mytb;15.61%;628.4MiB / 7.446GiB;
1574895789;0.861581;3233428;mytb;17.73%;628.3MiB / 7.446GiB;
1574895794;0.861727;3233552;mytb;16.39%;628.4MiB / 7.446GiB;
1574895799;0.861932;3234172;mytb;13.30%;628.5MiB / 7.446GiB;
1574895804;0.862086;3234684;mytb;13.77%;628.3MiB / 7.446GiB;
1574895809;0.86224;3234480;mytb;14.75%;628.3MiB / 7.446GiB;
1574895814;0.862374;3234380;mytb;10.98%;628.3MiB / 7.446GiB;
1574895819;0.862539;3234496;mytb;13.33%;628.5MiB / 7.446GiB;
1574895824;0.862679;3234992;mytb;12.91%;628.3MiB / 7.446GiB;
1574895829;0.862821;3234744;mytb;14.85%;628.4MiB / 7.446GiB;
1574895834;0.862981;3235512;mytb;14.77%;628.4MiB / 7.446GiB;
1574895839;0.863126;3235760;mytb;14.36%;628.4MiB / 7.446GiB;
1574895844;0.863274;3236000;mytb;11.25%;628.4MiB / 7.446GiB;
1574895849;0.863402;3235640;mytb;15.56%;628.3MiB / 7.446GiB;
1574895854;0.86372;3235624;mytb;11.25%;628.3MiB / 7.446GiB;
1574895859;0.863878;3236128;mytb;10.69%;628.2MiB / 7.446GiB;
1574895864;0.863995;3236024;mytb;15.96%;628.2MiB / 7.446GiB;
1574895869;0.864137;3236636;mytb;17.73%;628.3MiB / 7.446GiB;
1574895874;0.864259;3236860;mytb;11.83%;628.3MiB / 7.446GiB;
1574895879;0.86439;3237108;mytb;14.92%;628.4MiB / 7.446GiB;
1574895884;0.864564;3237388;mytb;12.40%;628.3MiB / 7.446GiB;
1574895889;0.864695;3237396;mytb;12.47%;628.3MiB / 7.446GiB;
1574895894;0.864866;3237528;mytb;15.04%;628.3MiB / 7.446GiB;
1574895899;0.865025;3238148;mytb;11.64%;628.4MiB / 7.446GiB;
