timestamp;cpu;memory
1574891664;0.759479;3103100;mytb;0.09%;542.1MiB / 7.446GiB;
1574891669;0.75946;3103596;mytb;0.10%;542.1MiB / 7.446GiB;
1574891674;0.759444;3103596;mytb;230.25%;572.4MiB / 7.446GiB;
1574891679;0.760741;3147428;mytb;90.43%;589MiB / 7.446GiB;
1574891684;0.761684;3155396;mytb;53.68%;594MiB / 7.446GiB;
1574891689;0.76235;3159628;mytb;34.25%;597.6MiB / 7.446GiB;
1574891694;0.762769;3162380;mytb;21.62%;599.3MiB / 7.446GiB;
1574891699;0.763057;3165124;mytb;23.67%;601.5MiB / 7.446GiB;
1574891704;0.763437;3166164;mytb;36.42%;602.2MiB / 7.446GiB;
1574891709;0.76404;3167436;mytb;90.67%;603MiB / 7.446GiB;
1574891714;0.76502;3168080;mytb;16.29%;603.5MiB / 7.446GiB;
1574891719;0.765317;3168352;mytb;102.77%;603.5MiB / 7.446GiB;
1574891724;0.765904;3168880;mytb;37.16%;604.1MiB / 7.446GiB;
1574891729;0.766161;3170028;mytb;19.30%;604.3MiB / 7.446GiB;
1574891734;0.766478;3170076;mytb;17.19%;604.4MiB / 7.446GiB;
1574891739;0.766696;3170116;mytb;19.19%;604.3MiB / 7.446GiB;
1574891744;0.766911;3170428;mytb;14.70%;604.4MiB / 7.446GiB;
1574891749;0.767186;3171204;mytb;35.27%;604.5MiB / 7.446GiB;
1574891754;0.767699;3170896;mytb;14.34%;604.6MiB / 7.446GiB;
1574891759;0.767839;3171896;mytb;13.24%;604.6MiB / 7.446GiB;
1574891764;0.768012;3171852;mytb;14.36%;604.6MiB / 7.446GiB;
1574891769;0.76825;3171760;mytb;14.22%;604.7MiB / 7.446GiB;
1574891774;0.768439;3172312;mytb;17.13%;604.8MiB / 7.446GiB;
1574891779;0.768626;3172608;mytb;15.87%;604.9MiB / 7.446GiB;
1574891784;0.768847;3172896;mytb;87.54%;605MiB / 7.446GiB;
1574891789;0.769701;3173920;mytb;13.47%;605.5MiB / 7.446GiB;
1574891794;0.769894;3173340;mytb;9.82%;605.4MiB / 7.446GiB;
1574891799;0.770049;3174248;mytb;15.90%;605.4MiB / 7.446GiB;
1574891804;0.770216;3174428;mytb;14.32%;605.4MiB / 7.446GiB;
1574891809;0.770464;3174460;mytb;14.93%;605.4MiB / 7.446GiB;
1574891814;0.770688;3174460;mytb;10.55%;605.4MiB / 7.446GiB;
1574891819;0.770812;3174452;mytb;13.10%;605.4MiB / 7.446GiB;
1574891824;0.771003;3174940;mytb;18.92%;605.7MiB / 7.446GiB;
1574891829;0.771149;3175080;mytb;14.50%;605.6MiB / 7.446GiB;
1574891834;0.771291;3175056;mytb;14.55%;605.5MiB / 7.446GiB;
1574891839;0.771482;3176064;mytb;8.74%;605.5MiB / 7.446GiB;
1574891844;0.771621;3175584;mytb;12.66%;605.5MiB / 7.446GiB;
1574891849;0.771791;3175584;mytb;13.02%;605.6MiB / 7.446GiB;
1574891854;0.771951;3176096;mytb;14.29%;605.7MiB / 7.446GiB;
1574891859;0.772142;3176484;mytb;10.26%;605.6MiB / 7.446GiB;
1574891864;0.772293;3176692;mytb;15.18%;605.6MiB / 7.446GiB;
1574891869;0.772471;3176756;mytb;15.15%;605.6MiB / 7.446GiB;
1574891874;0.77259;3176788;mytb;17.16%;605.8MiB / 7.446GiB;
1574891879;0.772822;3177556;mytb;12.54%;605.8MiB / 7.446GiB;
1574891884;0.773019;3175796;mytb;21.74%;605.8MiB / 7.446GiB;
1574891889;0.773269;3175440;mytb;8.68%;605.8MiB / 7.446GiB;
1574891894;0.773564;3175432;mytb;62.50%;606.1MiB / 7.446GiB;
1574891899;0.774485;3175688;mytb;25.59%;606.2MiB / 7.446GiB;
1574891904;0.774825;3175820;mytb;12.21%;606.1MiB / 7.446GiB;
1574891909;0.775066;3176384;mytb;8.84%;606.2MiB / 7.446GiB;
1574891914;0.775208;3176624;mytb;8.90%;606.3MiB / 7.446GiB;
1574891919;0.775321;3176492;mytb;31.69%;606.3MiB / 7.446GiB;
1574891924;0.775487;3176260;mytb;11.75%;606.4MiB / 7.446GiB;
1574891929;0.77562;3177252;mytb;13.75%;606.4MiB / 7.446GiB;
1574891934;0.775718;3177236;mytb;13.89%;606.5MiB / 7.446GiB;
1574891939;0.77598;3177608;mytb;13.61%;606.4MiB / 7.446GiB;
1574891944;0.776218;3177352;mytb;59.47%;606.7MiB / 7.446GiB;
1574891949;0.776782;3178880;mytb;11.21%;606.8MiB / 7.446GiB;
1574891954;0.776987;3178832;mytb;13.76%;606.7MiB / 7.446GiB;
1574891959;0.777096;3177964;mytb;8.01%;606.7MiB / 7.446GiB;
1574891964;0.777193;3178272;mytb;9.66%;606.8MiB / 7.446GiB;
1574891969;0.777383;3178832;mytb;13.99%;606.9MiB / 7.446GiB;
1574891974;0.777528;3178832;mytb;9.42%;607MiB / 7.446GiB;
1574891979;0.777676;3178748;mytb;15.65%;606.9MiB / 7.446GiB;
1574891984;0.777824;3179452;mytb;10.24%;607MiB / 7.446GiB;
1574891989;0.777948;3179460;mytb;12.23%;606.9MiB / 7.446GiB;
1574891994;0.778108;3179336;mytb;11.32%;606.9MiB / 7.446GiB;
1574891999;0.778232;3180220;mytb;10.29%;607MiB / 7.446GiB;
1574892004;0.778359;3180096;mytb;12.64%;607MiB / 7.446GiB;
1574892009;0.778501;3179716;mytb;13.82%;607MiB / 7.446GiB;
1574892014;0.778631;3180220;mytb;9.25%;607MiB / 7.446GiB;
1574892019;0.778728;3197256;mytb;9.96%;607MiB / 7.446GiB;
1574892024;0.778855;3196652;mytb;7.58%;607.1MiB / 7.446GiB;
1574892029;0.778967;3197800;mytb;8.91%;607.2MiB / 7.446GiB;
1574892034;0.779096;3197916;mytb;9.21%;607.1MiB / 7.446GiB;
1574892039;0.779217;3198040;mytb;11.29%;607.2MiB / 7.446GiB;
1574892044;0.779314;3197792;mytb;6.96%;607.1MiB / 7.446GiB;
1574892049;0.77942;3198288;mytb;7.78%;607.1MiB / 7.446GiB;
1574892054;0.779544;3197808;mytb;13.23%;607.3MiB / 7.446GiB;
1574892059;0.779683;3198444;mytb;12.60%;607.2MiB / 7.446GiB;
1574892064;0.779798;3198700;mytb;12.53%;607.2MiB / 7.446GiB;
1574892069;0.779936;3198576;mytb;10.32%;607.4MiB / 7.446GiB;
1574892074;0.780081;3198716;mytb;8.14%;607.4MiB / 7.446GiB;
1574892079;0.780208;3199336;mytb;10.81%;607.6MiB / 7.446GiB;
1574892084;0.780322;3199148;mytb;10.99%;607.4MiB / 7.446GiB;
1574892089;0.780443;3199816;mytb;12.57%;607.4MiB / 7.446GiB;
1574892094;0.780555;3199816;mytb;9.16%;607.6MiB / 7.446GiB;
1574892099;0.780646;3199272;mytb;8.93%;607.4MiB / 7.446GiB;
1574892104;0.780772;3200388;mytb;11.34%;607.4MiB / 7.446GiB;
1574892109;0.780884;3191072;mytb;11.10%;607.5MiB / 7.446GiB;
1574892114;0.781017;3190940;mytb;9.69%;607.4MiB / 7.446GiB;
1574892119;0.781131;3191212;mytb;12.83%;607.3MiB / 7.446GiB;
1574892124;0.781252;3190948;mytb;12.87%;607.3MiB / 7.446GiB;
1574892129;0.78137;3191080;mytb;11.57%;607.3MiB / 7.446GiB;
1574892134;0.781476;3191600;mytb;10.25%;607.4MiB / 7.446GiB;
1574892139;0.781593;3191600;mytb;13.01%;607.4MiB / 7.446GiB;
