timestamp;cpu;memory
1574872044;1.32261;2024560;mytb;1.15%;586.6MiB / 3.851GiB;
1574872049;1.32261;2024188;mytb;0.43%;586.4MiB / 3.851GiB;
1574872054;1.32259;2023864;mytb;1.41%;585.6MiB / 3.851GiB;
1574872059;1.32257;2023528;mytb;0.42%;585.6MiB / 3.851GiB;
1574872064;1.32255;2023248;mytb;0.45%;585.3MiB / 3.851GiB;
1574872069;1.32283;2033152;mytb;20.45%;596.3MiB / 3.851GiB;
1574872074;1.32331;2036780;mytb;14.44%;597.4MiB / 3.851GiB;
1574872079;1.32372;2036552;mytb;11.20%;597.6MiB / 3.851GiB;
1574872084;1.32414;2037764;mytb;22.17%;598MiB / 3.851GiB;
1574872089;1.32452;2037912;mytb;10.06%;598MiB / 3.851GiB;
1574872094;1.32486;2038820;mytb;15.70%;598.9MiB / 3.851GiB;
1574872099;1.32527;2039324;mytb;21.71%;599MiB / 3.851GiB;
1574872104;1.32569;2040240;mytb;14.21%;599.2MiB / 3.851GiB;
1574872109;1.326;2040652;mytb;14.80%;599.3MiB / 3.851GiB;
1574872114;1.32641;2040924;mytb;16.38%;599MiB / 3.851GiB;
1574872119;1.32677;2040428;mytb;18.35%;599.1MiB / 3.851GiB;
1574872124;1.32717;2041080;mytb;13.56%;599.3MiB / 3.851GiB;
1574872129;1.32752;2040716;mytb;12.88%;599.1MiB / 3.851GiB;
1574872134;1.32787;2041516;mytb;14.89%;599.2MiB / 3.851GiB;
1574872139;1.3283;2042192;mytb;15.13%;599.4MiB / 3.851GiB;
1574872144;1.32874;2042192;mytb;18.42%;599.5MiB / 3.851GiB;
1574872149;1.32918;2042108;mytb;12.44%;599.9MiB / 3.851GiB;
1574872154;1.32964;2042404;mytb;15.93%;599.9MiB / 3.851GiB;
1574872159;1.33003;2042692;mytb;14.64%;600MiB / 3.851GiB;
1574872164;1.33047;2042484;mytb;17.00%;599.8MiB / 3.851GiB;
1574872169;1.33084;2043004;mytb;17.97%;599.8MiB / 3.851GiB;
1574872174;1.33131;2042772;mytb;17.36%;599.5MiB / 3.851GiB;
1574872179;1.33173;2043324;mytb;17.27%;600.1MiB / 3.851GiB;
1574872184;1.33221;2044108;mytb;19.24%;600.1MiB / 3.851GiB;
1574872189;1.33268;2044304;mytb;15.19%;600.1MiB / 3.851GiB;
1574872194;1.33306;2044700;mytb;17.31%;600.2MiB / 3.851GiB;
1574872199;1.33347;2044880;mytb;17.00%;600.2MiB / 3.851GiB;
1574872204;1.33388;2045160;mytb;21.15%;600.4MiB / 3.851GiB;
1574872209;1.33429;2045580;mytb;19.32%;600.6MiB / 3.851GiB;
1574872214;1.33482;2046340;mytb;21.49%;601MiB / 3.851GiB;
1574872219;1.33522;2046432;mytb;13.86%;601.1MiB / 3.851GiB;
1574872224;1.33563;2046760;mytb;19.21%;601.1MiB / 3.851GiB;
1574872229;1.33613;2046944;mytb;20.06%;601.4MiB / 3.851GiB;
1574872234;1.33659;2047556;mytb;18.15%;601.4MiB / 3.851GiB;
1574872239;1.33701;2047688;mytb;13.08%;601.4MiB / 3.851GiB;
1574872244;1.33745;2047740;mytb;16.49%;601.5MiB / 3.851GiB;
1574872249;1.33782;2048160;mytb;13.41%;601.5MiB / 3.851GiB;
1574872254;1.3382;2048276;mytb;9.62%;601.5MiB / 3.851GiB;
1574872259;1.33852;2048744;mytb;17.27%;601.6MiB / 3.851GiB;
1574872264;1.33902;2048272;mytb;21.60%;601.3MiB / 3.851GiB;
1574872269;1.33945;2048668;mytb;14.77%;601.3MiB / 3.851GiB;
1574872274;1.33988;2048660;mytb;18.91%;601.3MiB / 3.851GiB;
1574872279;1.34024;2048916;mytb;20.26%;601.3MiB / 3.851GiB;
1574872284;1.34072;2049032;mytb;17.24%;601.4MiB / 3.851GiB;
1574872289;1.34109;2049404;mytb;13.86%;601.6MiB / 3.851GiB;
1574872294;1.34147;2049652;mytb;15.70%;601.6MiB / 3.851GiB;
1574872299;1.34185;2049924;mytb;16.05%;601.8MiB / 3.851GiB;
1574872304;1.34228;2049936;mytb;12.99%;601.7MiB / 3.851GiB;
1574872309;1.34273;2050348;mytb;18.22%;601.8MiB / 3.851GiB;
