DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822346393,,,1574822346216,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822346395,,,1574822346216,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822346809,,,1574822346800,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822346874,,,1574822346868,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822346915,,,1574822346914,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822347212,,,1574822347208,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822347595,,,1574822347594,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822347673,,,1574822347658,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822348084,,,1574822348077,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822348193,,,1574822348193,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822348270,,,1574822348266,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822348313,,,1574822348292,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822348346,,,1574822348328,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822348500,,,1574822348494,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822348576,,,1574822348573,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822348744,,,1574822348739,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822348939,,,1574822348937,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822349386,,,1574822349382,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822349462,,,1574822349459,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822349526,,,1574822349524,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822349684,,,1574822349669,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822349732,,,1574822349728,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822349793,,,1574822349793,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822349897,,,1574822349896,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822349912,,,1574822349909,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822349944,,,1574822349945,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350058,,,1574822350057,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350112,,,1574822350091,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350294,,,1574822350275,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350311,,,1574822350309,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350390,,,1574822350383,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350518,,,1574822350513,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350754,,,1574822350753,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350938,,,1574822350937,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350951,,,1574822350951,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822350994,,,1574822350985,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822351308,,,1574822351308,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822351471,,,1574822351471,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822351547,,,1574822351544,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822351669,,,1574822351670,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822351865,,,1574822351862,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822351888,,,1574822351888,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822351921,,,1574822351911,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822351976,,,1574822351975,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352203,,,1574822352199,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352290,,,1574822352286,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352473,,,1574822352473,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352537,,,1574822352536,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352584,,,1574822352580,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352617,,,1574822352617,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352661,,,1574822352660,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352674,,,1574822352674,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352697,,,1574822352697,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822352811,,,1574822352810,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353113,,,1574822353114,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353248,,,1574822353246,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353326,,,1574822353321,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353338,,,1574822353339,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353383,,,1574822353380,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353464,,,1574822353456,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353479,,,1574822353475,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353541,,,1574822353542,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353585,,,1574822353584,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353726,,,1574822353726,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353852,,,1574822353849,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822353946,,,1574822353945,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354117,,,1574822354117,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354133,,,1574822354131,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354169,,,1574822354167,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354232,,,1574822354230,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354305,,,1574822354305,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354599,,,1574822354598,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354774,,,1574822354772,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354827,,,1574822354827,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354950,,,1574822354951,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822354992,,,1574822354993,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822355036,,,1574822355035,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822355640,,,1574822355639,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822356297,,,1574822356293,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822356350,,,1574822356350,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822356396,,,1574822356393,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822356423,,,1574822356419,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822356579,,,1574822356576,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822356630,,,1574822356632,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822356797,,,1574822356795,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822356915,,,1574822356910,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822357024,,,1574822357022,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822357117,,,1574822357105,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822357934,,,1574822357935,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822357966,,,1574822357967,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822358068,,,1574822358069,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822358410,,,1574822358411,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822358574,,,1574822358575,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359006,,,1574822359007,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359200,,,1574822359199,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359222,,,1574822359223,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359233,,,1574822359235,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359374,,,1574822359366,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359608,,,1574822359609,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359721,,,1574822359721,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359884,,,1574822359884,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359938,,,1574822359939,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822360022,,,1574822360021,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822360054,,,1574822360055,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822360243,,,1574822360237,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822360544,,,1574822360536,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822360693,,,1574822360687,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822360908,,,1574822360903,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822361352,,,1574822361352,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822361419,,,1574822361415,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822361462,,,1574822361463,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822361506,,,1574822361505,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822361590,,,1574822361589,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822361664,,,1574822361663,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822361871,,,1574822361867,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822361893,,,1574822361884,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822362015,,,1574822362012,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822362437,,,1574822362437,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822362457,,,1574822362459,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822362510,,,1574822362510,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822362541,,,1574822362543,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822362613,,,1574822362614,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822362762,,,1574822362757,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822362774,,,1574822362775,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822363300,,,1574822363302,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822363655,,,1574822363656,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822364177,,,1574822364177,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822364279,,,1574822364280,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822364990,,,1574822364991,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822365142,,,1574822365143,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822365564,,,1574822365564,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822365606,,,1574822365607,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822365653,,,1574822365649,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822365840,,,1574822365841,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822366460,,,1574822366457,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822366486,,,1574822366488,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822366618,,,1574822366620,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367063,,,1574822367065,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367135,,,1574822367137,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367283,,,1574822367279,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367368,,,1574822367369,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367968,,,1574822367970,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822368141,,,1574822368142,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822368251,,,1574822368253,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822368483,,,1574822368485,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822369385,,,1574822369386,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822369853,,,1574822369855,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822369895,,,1574822369896,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822370467,,,1574822370467,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822371630,,,1574822371632,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822371642,,,1574822371644,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822371791,,,1574822371792,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822372050,,,1574822372052,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822372082,,,1574822372084,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822372194,,,1574822372195,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822372486,,,1574822372487,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822372538,,,1574822372539,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822373083,,,1574822373085,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822373195,,,1574822373197,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822373387,,,1574822373389,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822373779,,,1574822373781,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822373821,,,1574822373822,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822373893,,,1574822373894,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822374108,,,1574822374109,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822374160,,,1574822374161,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822374222,,,1574822374224,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822374370,,,1574822374366,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822374374,,,1574822374376,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822356663,,,1574822356664,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822357752,,,1574822357749,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822358552,,,1574822358553,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822359926,,,1574822359927,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822360393,,,1574822360391,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822363289,,,1574822363290,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822363394,,,1574822363394,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822363763,,,1574822363758,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822363974,,,1574822363975,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822364291,,,1574822364292,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822364444,,,1574822364444,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822364505,,,1574822364506,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822364516,,,1574822364518,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822364888,,,1574822364889,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822365431,,,1574822365425,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822366323,,,1574822366323,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822366424,,,1574822366425,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822366732,,,1574822366731,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367316,,,1574822367317,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367458,,,1574822367451,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367513,,,1574822367512,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367634,,,1574822367634,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367654,,,1574822367656,
DEVICE,1ea10be84191b50a9675b3171824988,tempo,1574822367727,,,1574822367728,
