timestamp;cpu;memory
1574822312;0.614414;1659912;mytb;0.40%;564.5MiB / 3.851GiB;
1574822313;0.614546;1688216;mytb;0.83%;564.5MiB / 3.851GiB;
1574822317;0.614668;1660416;mytb;0.37%;564.5MiB / 3.851GiB;
1574822318;0.61478;1688208;mytb;0.36%;564.5MiB / 3.851GiB;
1574822322;0.614852;1660684;mytb;0.39%;564.4MiB / 3.851GiB;
1574822323;0.614987;1688596;mytb;0.87%;564.5MiB / 3.851GiB;
1574822327;0.61513;1660788;mytb;0.38%;564.5MiB / 3.851GiB;
1574822328;0.615288;1688720;mytb;0.38%;564.4MiB / 3.851GiB;
1574822332;0.615383;1660788;mytb;0.34%;564.4MiB / 3.851GiB;
1574822333;0.615541;1688208;mytb;0.36%;564.4MiB / 3.851GiB;
1574822337;0.615636;1660416;mytb;0.41%;564.4MiB / 3.851GiB;
1574822338;0.615771;1688480;mytb;0.39%;564.4MiB / 3.851GiB;
1574822342;0.615843;1660788;mytb;0.45%;564.4MiB / 3.851GiB;
1574822343;0.615978;1688652;mytb;0.43%;564.4MiB / 3.851GiB;
1574822347;0.616588;1666928;mytb;7.60%;571.2MiB / 3.851GiB;
1574822348;0.616817;1695712;mytb;21.02%;571.4MiB / 3.851GiB;
1574822352;0.618154;1668168;mytb;10.42%;572.2MiB / 3.851GiB;
1574822353;0.618406;1696580;mytb;22.25%;572.7MiB / 3.851GiB;
1574822357;0.619297;1669836;mytb;10.18%;572.7MiB / 3.851GiB;
1574822358;0.619572;1697876;mytb;20.12%;572.8MiB / 3.851GiB;
1574822362;0.620556;1669960;mytb;5.86%;573.1MiB / 3.851GiB;
1574822363;0.620855;1698124;mytb;7.30%;573.1MiB / 3.851GiB;
1574822367;0.621394;1670396;mytb;4.04%;573.1MiB / 3.851GiB;
1574822368;0.621645;1698280;mytb;7.52%;573.1MiB / 3.851GiB;
1574822372;0.622208;1670116;mytb;24.20%;573.3MiB / 3.851GiB;
1574822373;0.622857;1698420;mytb;5.61%;573.4MiB / 3.851GiB;
1574822377;0.623489;1671016;mytb;4.18%;573.4MiB / 3.851GiB;
1574822378;0.623623;1698064;mytb;8.24%;573.5MiB / 3.851GiB;
1574822382;0.624138;1670652;mytb;2.23%;573.5MiB / 3.851GiB;
1574822383;0.624343;1699064;mytb;3.20%;573.5MiB / 3.851GiB;
1574822387;0.624811;1670660;mytb;7.89%;573.6MiB / 3.851GiB;
1574822388;0.625085;1698948;mytb;14.27%;573.6MiB / 3.851GiB;
1574822392;0.625856;1671304;mytb;5.93%;573.6MiB / 3.851GiB;
1574822393;0.626107;1699324;mytb;15.87%;573.6MiB / 3.851GiB;
1574822397;0.626785;1662068;mytb;5.09%;573.6MiB / 3.851GiB;
1574822398;0.62706;1690240;mytb;7.79%;573.6MiB / 3.851GiB;
1574822402;0.627668;1662424;mytb;9.02%;573.6MiB / 3.851GiB;
1574822403;0.627918;1690340;mytb;3.98%;573.6MiB / 3.851GiB;
1574822407;0.628409;1662076;mytb;5.02%;573.6MiB / 3.851GiB;
1574822408;0.62866;1690000;mytb;6.01%;573.7MiB / 3.851GiB;
1574822412;0.629109;1662216;mytb;4.44%;573.9MiB / 3.851GiB;
1574822413;0.629337;1690892;mytb;3.96%;573.7MiB / 3.851GiB;
1574822417;0.629873;1662100;mytb;5.22%;573.9MiB / 3.851GiB;
1574822418;0.630124;1690644;mytb;30.84%;574MiB / 3.851GiB;
1574822422;0.631593;1662984;mytb;7.01%;574MiB / 3.851GiB;
1574822423;0.63189;1690652;mytb;6.93%;574MiB / 3.851GiB;
1574822427;0.632402;1663000;mytb;5.22%;574.1MiB / 3.851GiB;
1574822428;0.632699;1691044;mytb;6.96%;574.1MiB / 3.851GiB;
1574822432;0.633258;1663272;mytb;5.18%;574.1MiB / 3.851GiB;
1574822433;0.633485;1690924;mytb;9.42%;574.1MiB / 3.851GiB;
1574822437;0.634091;1663264;mytb;14.36%;574.2MiB / 3.851GiB;
1574822438;0.634364;1691460;mytb;5.09%;574.2MiB / 3.851GiB;
1574822442;0.635016;1663164;mytb;2.98%;574.3MiB / 3.851GiB;
1574822443;0.635242;1691204;mytb;6.57%;574.5MiB / 3.851GiB;
1574822447;0.63573;1663516;mytb;3.32%;574.6MiB / 3.851GiB;
1574822448;0.635933;1691648;mytb;8.04%;574.6MiB / 3.851GiB;
1574822452;0.63642;1664152;mytb;5.88%;574.6MiB / 3.851GiB;
1574822453;0.636693;1691756;mytb;5.02%;574.6MiB / 3.851GiB;
1574822457;0.637064;1663592;mytb;3.84%;574.6MiB / 3.851GiB;
1574822458;0.637244;1691880;mytb;6.42%;574.6MiB / 3.851GiB;
1574822462;0.637778;1663980;mytb;6.04%;574.7MiB / 3.851GiB;
1574822463;0.637958;1692020;mytb;13.93%;574.7MiB / 3.851GiB;
1574822467;0.638678;1664120;mytb;3.46%;574.7MiB / 3.851GiB;
1574822468;0.638905;1691796;mytb;6.32%;574.7MiB / 3.851GiB;
1574822472;0.63946;1663888;mytb;5.78%;574.7MiB / 3.851GiB;
1574822473;0.63964;1692052;mytb;7.40%;574.7MiB / 3.851GiB;
