119;1574853554192;1574853554073
14;1574853554484;1574853554470
14;1574853554538;1574853554524
15;1574853554572;1574853554557
22;1574853555065;1574853555043
20;1574853555194;1574853555174
14;1574853555234;1574853555220
14;1574853555249;1574853555235
16;1574853555335;1574853555319
23;1574853555388;1574853555365
17;1574853555575;1574853555558
17;1574853555599;1574853555582
18;1574853555747;1574853555729
13;1574853556000;1574853555987
15;1574853556175;1574853556160
13;1574853556408;1574853556395
18;1574853556445;1574853556427
20;1574853556734;1574853556714
14;1574853556808;1574853556794
14;1574853556863;1574853556849
13;1574853556877;1574853556864
14;1574853556901;1574853556887
19;1574853557120;1574853557101
16;1574853557166;1574853557150
14;1574853557179;1574853557165
20;1574853557207;1574853557187
15;1574853557365;1574853557350
13;1574853557377;1574853557364
13;1574853557481;1574853557468
13;1574853557634;1574853557621
12;1574853558016;1574853558004
19;1574853558136;1574853558117
16;1574853558202;1574853558186
21;1574853558253;1574853558232
11;1574853558365;1574853558354
15;1574853558643;1574853558628
18;1574853558741;1574853558723
12;1574853558861;1574853558849
17;1574853558988;1574853558971
14;1574853559021;1574853559007
12;1574853559236;1574853559224
13;1574853559319;1574853559306
12;1574853559361;1574853559349
12;1574853559423;1574853559411
18;1574853559501;1574853559483
13;1574853559864;1574853559851
13;1574853560107;1574853560094
12;1574853560119;1574853560107
18;1574853560257;1574853560239
12;1574853560348;1574853560336
12;1574853560611;1574853560599
14;1574853560635;1574853560621
15;1574853560783;1574853560768
13;1574853560865;1574853560852
19;1574853561014;1574853560995
17;1574853561074;1574853561057
12;1574853561147;1574853561135
12;1574853561239;1574853561227
11;1574853561250;1574853561239
13;1574853561363;1574853561350
13;1574853561395;1574853561382
11;1574853561545;1574853561534
11;1574853561647;1574853561636
14;1574853561712;1574853561698
14;1574853561796;1574853561782
12;1574853561818;1574853561806
15;1574853561843;1574853561828
13;1574853561936;1574853561923
12;1574853561998;1574853561986
13;1574853562051;1574853562038
13;1574853562083;1574853562070
13;1574853562325;1574853562312
13;1574853562687;1574853562674
12;1574853562769;1574853562757
11;1574853562870;1574853562859
13;1574853563323;1574853563310
12;1574853563525;1574853563513
18;1574853563993;1574853563975
18;1574853564011;1574853563993
13;1574853564194;1574853564181
20;1574853564233;1574853564213
12;1574853564424;1574853564412
19;1574853564623;1574853564604
11;1574853564645;1574853564634
13;1574853564809;1574853564796
19;1574853564888;1574853564869
13;1574853565033;1574853565020
13;1574853565055;1574853565042
13;1574853565128;1574853565115
12;1574853565179;1574853565167
15;1574853565304;1574853565289
14;1574853565358;1574853565344
16;1574853565434;1574853565418
19;1574853565583;1574853565564
12;1574853565711;1574853565699
12;1574853565743;1574853565731
12;1574853565885;1574853565873
13;1574853565928;1574853565915
11;1574853565979;1574853565968
13;1574853566023;1574853566010
12;1574853566044;1574853566032
12;1574853566176;1574853566164
15;1574853566261;1574853566246
12;1574853566692;1574853566680
13;1574853566775;1574853566762
18;1574853566893;1574853566875
17;1574853567168;1574853567151
19;1574853567187;1574853567168
19;1574853567244;1574853567225
15;1574853567256;1574853567241
11;1574853567287;1574853567276
15;1574853567362;1574853567347
16;1574853567435;1574853567419
13;1574853567466;1574853567453
14;1574853567580;1574853567566
12;1574853567702;1574853567690
18;1574853567870;1574853567852
14;1574853567891;1574853567877
14;1574853567915;1574853567901
18;1574853568043;1574853568025
11;1574853568275;1574853568264
18;1574853568363;1574853568345
12;1574853568406;1574853568394
17;1574853568512;1574853568495
12;1574853568584;1574853568572
14;1574853568917;1574853568903
12;1574853569067;1574853569055
14;1574853569121;1574853569107
13;1574853569233;1574853569220
11;1574853569343;1574853569332
15;1574853569518;1574853569503
12;1574853569527;1574853569515
14;1574853569712;1574853569698
11;1574853569751;1574853569740
13;1574853569824;1574853569811
11;1574853569885;1574853569874
12;1574853570127;1574853570115
18;1574853570215;1574853570197
11;1574853570326;1574853570315
13;1574853570629;1574853570616
12;1574853570711;1574853570699
11;1574853570731;1574853570720
13;1574853570745;1574853570732
11;1574853570777;1574853570766
12;1574853570789;1574853570777
12;1574853570880;1574853570868
12;1574853571182;1574853571170
11;1574853571223;1574853571212
16;1574853571359;1574853571343
17;1574853571386;1574853571369
12;1574853571402;1574853571390
15;1574853571446;1574853571431
11;1574853571877;1574853571866
11;1574853572169;1574853572158
11;1574853572291;1574853572280
11;1574853572412;1574853572401
14;1574853572467;1574853572453
12;1574853572559;1574853572547
11;1574853572730;1574853572719
13;1574853572783;1574853572770
11;1574853573014;1574853573003
12;1574853573136;1574853573124
16;1574853573282;1574853573266
12;1574853573365;1574853573353
11;1574853573386;1574853573375
13;1574853573469;1574853573456
12;1574853573520;1574853573508
12;1574853573882;1574853573870
12;1574853574003;1574853573991
12;1574853574045;1574853574033
12;1574853574217;1574853574205
11;1574853574318;1574853574307
13;1574853574442;1574853574429
12;1574853574572;1574853574560
14;1574853574616;1574853574602
12;1574853574706;1574853574694
12;1574853575468;1574853575456
13;1574853575480;1574853575467
12;1574853575533;1574853575521
11;1574853575584;1574853575573
14;1574853575669;1574853575655
13;1574853575939;1574853575926
13;1574853576131;1574853576118
19;1574853576400;1574853576381
12;1574853576601;1574853576589
12;1574853576703;1574853576691
13;1574853576826;1574853576813
12;1574853577016;1574853577004
11;1574853577118;1574853577107
11;1574853577359;1574853577348
11;1574853577421;1574853577410
11;1574853577543;1574853577532
12;1574853577585;1574853577573
13;1574853578078;1574853578065
14;1574853578181;1574853578167
11;1574853578231;1574853578220
16;1574853578338;1574853578322
11;1574853578539;1574853578528
11;1574853578581;1574853578570
13;1574853578734;1574853578721
13;1574853578777;1574853578764
12;1574853578808;1574853578796
11;1574853578899;1574853578888
12;1574853578941;1574853578929
12;1574853579073;1574853579061
12;1574853579185;1574853579173
12;1574853579257;1574853579245
12;1574853579289;1574853579277
11;1574853579320;1574853579309
13;1574853579443;1574853579430
