146;1574872437046;1574872436900
133;1574872437057;1574872436924
36;1574872437073;1574872437037
26;1574872437113;1574872437087
24;1574872437159;1574872437135
21;1574872437191;1574872437170
28;1574872437373;1574872437345
19;1574872437387;1574872437368
22;1574872437443;1574872437421
28;1574872437475;1574872437447
24;1574872437503;1574872437479
23;1574872437520;1574872437497
23;1574872437568;1574872437545
23;1574872437676;1574872437653
20;1574872437687;1574872437667
18;1574872437700;1574872437682
22;1574872437737;1574872437715
21;1574872437763;1574872437742
17;1574872437824;1574872437807
19;1574872437838;1574872437819
20;1574872437921;1574872437901
18;1574872438024;1574872438006
22;1574872438071;1574872438049
18;1574872438105;1574872438087
20;1574872438130;1574872438110
19;1574872438174;1574872438155
18;1574872438217;1574872438199
22;1574872438244;1574872438222
18;1574872438267;1574872438249
18;1574872438329;1574872438311
22;1574872438355;1574872438333
24;1574872438392;1574872438368
17;1574872438431;1574872438414
24;1574872438460;1574872438436
17;1574872438493;1574872438476
17;1574872438525;1574872438508
17;1574872438567;1574872438550
19;1574872438631;1574872438612
17;1574872438663;1574872438646
17;1574872438685;1574872438668
27;1574872438707;1574872438680
18;1574872438739;1574872438721
19;1574872438802;1574872438783
21;1574872438838;1574872438817
23;1574872438873;1574872438850
18;1574872439135;1574872439117
21;1574872439211;1574872439190
19;1574872439235;1574872439216
27;1574872439277;1574872439250
20;1574872439400;1574872439380
16;1574872439751;1574872439735
19;1574872439856;1574872439837
27;1574872439888;1574872439861
17;1574872439916;1574872439899
24;1574872439954;1574872439930
24;1574872439966;1574872439942
17;1574872439981;1574872439964
17;1574872439992;1574872439975
17;1574872440014;1574872439997
24;1574872440052;1574872440028
19;1574872440146;1574872440127
21;1574872440232;1574872440211
18;1574872440253;1574872440235
22;1574872440299;1574872440277
17;1574872440311;1574872440294
18;1574872440344;1574872440326
17;1574872440406;1574872440389
18;1574872440419;1574872440401
17;1574872440540;1574872440523
19;1574872440604;1574872440585
17;1574872440615;1574872440598
17;1574872440637;1574872440620
18;1574872440670;1574872440652
17;1574872440682;1574872440665
20;1574872440697;1574872440677
17;1574872440761;1574872440744
36;1574872440812;1574872440776
26;1574872440819;1574872440793
16;1574872440891;1574872440875
22;1574872440909;1574872440887
17;1574872440941;1574872440924
18;1574872440954;1574872440936
22;1574872440991;1574872440969
18;1574872441008;1574872440990
18;1574872441070;1574872441052
17;1574872441101;1574872441084
16;1574872441122;1574872441106
18;1574872441165;1574872441147
18;1574872441207;1574872441189
20;1574872441221;1574872441201
20;1574872441265;1574872441245
18;1574872441278;1574872441260
21;1574872441313;1574872441292
24;1574872441388;1574872441364
20;1574872441423;1574872441403
18;1574872441443;1574872441425
19;1574872441486;1574872441467
17;1574872441557;1574872441540
17;1574872441599;1574872441582
21;1574872441624;1574872441603
17;1574872441635;1574872441618
24;1574872441654;1574872441630
22;1574872441670;1574872441648
23;1574872441687;1574872441664
17;1574872441698;1574872441681
21;1574872441763;1574872441742
23;1574872441782;1574872441759
17;1574872441933;1574872441916
16;1574872441994;1574872441978
21;1574872442050;1574872442029
17;1574872442060;1574872442043
23;1574872442118;1574872442095
21;1574872442134;1574872442113
19;1574872442174;1574872442155
20;1574872442289;1574872442269
27;1574872442320;1574872442293
24;1574872442345;1574872442321
18;1574872442378;1574872442360
17;1574872442419;1574872442402
17;1574872442431;1574872442414
24;1574872442449;1574872442425
22;1574872442476;1574872442454
18;1574872442537;1574872442519
18;1574872442550;1574872442532
19;1574872442562;1574872442543
23;1574872442579;1574872442556
17;1574872442585;1574872442568
20;1574872442599;1574872442579
17;1574872442618;1574872442601
17;1574872442680;1574872442663
17;1574872442772;1574872442755
17;1574872442783;1574872442766
17;1574872442805;1574872442788
17;1574872442867;1574872442850
17;1574872442878;1574872442861
17;1574872442940;1574872442923
17;1574872442962;1574872442945
17;1574872442984;1574872442967
17;1574872442995;1574872442978
17;1574872443007;1574872442990
18;1574872443139;1574872443121
22;1574872443175;1574872443153
20;1574872443271;1574872443251
16;1574872443279;1574872443263
17;1574872443341;1574872443324
17;1574872443383;1574872443366
23;1574872443431;1574872443408
17;1574872443616;1574872443599
17;1574872443648;1574872443631
21;1574872443673;1574872443652
17;1574872443695;1574872443678
17;1574872443717;1574872443700
17;1574872443739;1574872443722
18;1574872443791;1574872443773
19;1574872443874;1574872443855
17;1574872443924;1574872443907
17;1574872443956;1574872443939
20;1574872444000;1574872443980
18;1574872444022;1574872444004
22;1574872444108;1574872444086
18;1574872444171;1574872444153
16;1574872444181;1574872444165
25;1574872444211;1574872444186
19;1574872444323;1574872444304
17;1574872444333;1574872444316
16;1574872444354;1574872444338
22;1574872444411;1574872444389
17;1574872444419;1574872444402
16;1574872444459;1574872444443
17;1574872444702;1574872444685
17;1574872444714;1574872444697
17;1574872444736;1574872444719
20;1574872444751;1574872444731
17;1574872444782;1574872444765
19;1574872444876;1574872444857
20;1574872444920;1574872444900
17;1574872444930;1574872444913
18;1574872445053;1574872445035
17;1574872445084;1574872445067
18;1574872445096;1574872445078
24;1574872445245;1574872445221
18;1574872445298;1574872445280
17;1574872445339;1574872445322
18;1574872445381;1574872445363
17;1574872445392;1574872445375
19;1574872445445;1574872445426
18;1574872445486;1574872445468
16;1574872445496;1574872445480
18;1574872445530;1574872445512
18;1574872445631;1574872445613
18;1574872445654;1574872445636
18;1574872445666;1574872445648
17;1574872445718;1574872445701
23;1574872445765;1574872445742
17;1574872445806;1574872445789
19;1574872445849;1574872445830
18;1574872445860;1574872445842
18;1574872445952;1574872445934
20;1574872445976;1574872445956
17;1574872446005;1574872445988
17;1574872446026;1574872446009
17;1574872446068;1574872446051
17;1574872446120;1574872446103
18;1574872446153;1574872446135
18;1574872446164;1574872446146
18;1574872446206;1574872446188
17;1574872446277;1574872446260
18;1574872446360;1574872446342
18;1574872446421;1574872446403
24;1574872446449;1574872446425
17;1574872446553;1574872446536
23;1574872446630;1574872446607
